,baan,finish,time_of_race,date,venue,event_name
0,3,405.39,08:00,1 juni 2019,bosbaan,arb
1,5,406.7,08:00,1 juni 2019,bosbaan,arb
2,4,412.56,08:00,1 juni 2019,bosbaan,arb
3,2,417.97,08:00,1 juni 2019,bosbaan,arb
4,6,426.18,08:00,1 juni 2019,bosbaan,arb
5,5,403.75,08:05,1 juni 2019,bosbaan,arb
6,3,404.92,08:05,1 juni 2019,bosbaan,arb
7,4,416.4,08:05,1 juni 2019,bosbaan,arb
8,6,456.22,08:05,1 juni 2019,bosbaan,arb
9,5,404.54,08:10,1 juni 2019,bosbaan,arb
10,6,407.81,08:10,1 juni 2019,bosbaan,arb
11,3,408.91,08:10,1 juni 2019,bosbaan,arb
12,2,409.6,08:10,1 juni 2019,bosbaan,arb
13,4,419.91,08:10,1 juni 2019,bosbaan,arb
14,2,407.46,08:15,1 juni 2019,bosbaan,arb
15,3,409.72,08:15,1 juni 2019,bosbaan,arb
16,4,430.87,08:15,1 juni 2019,bosbaan,arb
17,5,432.42,08:15,1 juni 2019,bosbaan,arb
18,3,409.91,08:20,1 juni 2019,bosbaan,arb
19,4,415.38,08:20,1 juni 2019,bosbaan,arb
20,5,418.8,08:20,1 juni 2019,bosbaan,arb
21,2,432.01,08:20,1 juni 2019,bosbaan,arb
22,6,411.83,08:25,1 juni 2019,bosbaan,arb
23,2,413.1,08:25,1 juni 2019,bosbaan,arb
24,5,418.96,08:25,1 juni 2019,bosbaan,arb
25,4,427.03,08:25,1 juni 2019,bosbaan,arb
26,3,430.18,08:25,1 juni 2019,bosbaan,arb
27,2,458.48,08:30,1 juni 2019,bosbaan,arb
28,3,461.43,08:30,1 juni 2019,bosbaan,arb
29,4,466.45,08:30,1 juni 2019,bosbaan,arb
30,5,468.22,08:30,1 juni 2019,bosbaan,arb
31,2,470.75,08:35,1 juni 2019,bosbaan,arb
32,3,475.85,08:35,1 juni 2019,bosbaan,arb
33,4,485.62,08:35,1 juni 2019,bosbaan,arb
34,6,488.46,08:35,1 juni 2019,bosbaan,arb
35,5,491.18,08:35,1 juni 2019,bosbaan,arb
36,3,405.72,08:40,1 juni 2019,bosbaan,arb
37,2,409.29,08:40,1 juni 2019,bosbaan,arb
38,5,414.21,08:40,1 juni 2019,bosbaan,arb
39,4,417.74,08:40,1 juni 2019,bosbaan,arb
40,2,400.27,08:45,1 juni 2019,bosbaan,arb
41,4,407.0,08:45,1 juni 2019,bosbaan,arb
42,3,409.84,08:45,1 juni 2019,bosbaan,arb
43,6,417.09,08:45,1 juni 2019,bosbaan,arb
44,5,428.27,08:45,1 juni 2019,bosbaan,arb
45,2,399.62,08:50,1 juni 2019,bosbaan,arb
46,4,400.7,08:50,1 juni 2019,bosbaan,arb
47,6,407.69,08:50,1 juni 2019,bosbaan,arb
48,3,415.03,08:50,1 juni 2019,bosbaan,arb
49,5,419.06,08:50,1 juni 2019,bosbaan,arb
50,2,439.0,08:55,1 juni 2019,bosbaan,arb
51,6,454.72,08:55,1 juni 2019,bosbaan,arb
