,baan,finish,time_of_race,date,venue,event_name
0,5,477.97,10:55,23 april 2022,bosbaan,hollandia
1,4,479.2,10:55,23 april 2022,bosbaan,hollandia
2,3,489.22,10:55,23 april 2022,bosbaan,hollandia
3,2,511.65,10:55,23 april 2022,bosbaan,hollandia
4,2,471.62,10:59,23 april 2022,bosbaan,hollandia
5,4,473.73,10:59,23 april 2022,bosbaan,hollandia
6,6,476.34,10:59,23 april 2022,bosbaan,hollandia
7,5,488.67,10:59,23 april 2022,bosbaan,hollandia
8,3,489.66,10:59,23 april 2022,bosbaan,hollandia
9,4,465.83,11:03,23 april 2022,bosbaan,hollandia
10,5,478.11,11:03,23 april 2022,bosbaan,hollandia
11,6,478.39,11:03,23 april 2022,bosbaan,hollandia
12,3,481.56,11:03,23 april 2022,bosbaan,hollandia
13,2,485.6,11:03,23 april 2022,bosbaan,hollandia
14,4,415.33,11:07,23 april 2022,bosbaan,hollandia
15,6,419.61,11:07,23 april 2022,bosbaan,hollandia
16,5,425.59,11:07,23 april 2022,bosbaan,hollandia
17,2,426.29,11:07,23 april 2022,bosbaan,hollandia
18,3,438.8,11:07,23 april 2022,bosbaan,hollandia
19,2,407.89,11:11,23 april 2022,bosbaan,hollandia
20,6,408.53,11:11,23 april 2022,bosbaan,hollandia
21,1,411.96,11:11,23 april 2022,bosbaan,hollandia
22,4,415.33,11:11,23 april 2022,bosbaan,hollandia
23,3,421.22,11:11,23 april 2022,bosbaan,hollandia
24,5,427.83,11:11,23 april 2022,bosbaan,hollandia
25,4,395.42,11:15,23 april 2022,bosbaan,hollandia
26,1,403.54,11:15,23 april 2022,bosbaan,hollandia
27,6,404.18,11:15,23 april 2022,bosbaan,hollandia
28,3,404.48,11:15,23 april 2022,bosbaan,hollandia
29,5,418.5,11:15,23 april 2022,bosbaan,hollandia
30,2,427.75,11:15,23 april 2022,bosbaan,hollandia
31,3,429.87,11:19,23 april 2022,bosbaan,hollandia
32,2,431.12,11:19,23 april 2022,bosbaan,hollandia
33,4,431.36,11:19,23 april 2022,bosbaan,hollandia
34,5,434.91,11:19,23 april 2022,bosbaan,hollandia
35,2,421.19,11:23,23 april 2022,bosbaan,hollandia
36,5,422.46,11:23,23 april 2022,bosbaan,hollandia
37,6,428.58,11:23,23 april 2022,bosbaan,hollandia
38,3,435.18,11:23,23 april 2022,bosbaan,hollandia
39,4,438.62,11:23,23 april 2022,bosbaan,hollandia
40,2,414.01,11:27,23 april 2022,bosbaan,hollandia
41,3,418.97,11:27,23 april 2022,bosbaan,hollandia
42,4,419.39,11:27,23 april 2022,bosbaan,hollandia
43,5,421.98,11:27,23 april 2022,bosbaan,hollandia
44,6,430.95,11:27,23 april 2022,bosbaan,hollandia
45,3,498.07,11:31,23 april 2022,bosbaan,hollandia
46,4,511.33,11:31,23 april 2022,bosbaan,hollandia
47,2,524.16,11:31,23 april 2022,bosbaan,hollandia
48,5,532.4,11:31,23 april 2022,bosbaan,hollandia
49,1,546.48,11:31,23 april 2022,bosbaan,hollandia
50,4,512.15,11:35,23 april 2022,bosbaan,hollandia
51,6,516.04,11:35,23 april 2022,bosbaan,hollandia
52,5,517.23,11:35,23 april 2022,bosbaan,hollandia
53,3,522.33,11:35,23 april 2022,bosbaan,hollandia
54,1,535.28,11:35,23 april 2022,bosbaan,hollandia
55,2,536.55,11:35,23 april 2022,bosbaan,hollandia
56,6,497.59,11:39,23 april 2022,bosbaan,hollandia
57,3,498.38,11:39,23 april 2022,bosbaan,hollandia
58,1,502.3,11:39,23 april 2022,bosbaan,hollandia
59,4,506.75,11:39,23 april 2022,bosbaan,hollandia
60,2,516.05,11:39,23 april 2022,bosbaan,hollandia
61,5,520.58,11:39,23 april 2022,bosbaan,hollandia
62,5,499.53,11:55,23 april 2022,bosbaan,hollandia
63,4,523.53,11:55,23 april 2022,bosbaan,hollandia
64,3,526.57,11:55,23 april 2022,bosbaan,hollandia
65,2,528.36,11:55,23 april 2022,bosbaan,hollandia
66,1,530.3,11:55,23 april 2022,bosbaan,hollandia
67,6,534.01,11:55,23 april 2022,bosbaan,hollandia
68,3,445.61,11:59,23 april 2022,bosbaan,hollandia
69,5,458.65,11:59,23 april 2022,bosbaan,hollandia
