,baan,finish,time_of_race,date,venue,event_name
0,6,491.61,09:00,13 mei 2023,wab,raceroei
1,7,494.68,09:00,13 mei 2023,wab,raceroei
2,5,494.91,09:00,13 mei 2023,wab,raceroei
3,2,500.11,09:00,13 mei 2023,wab,raceroei
4,4,503.04,09:00,13 mei 2023,wab,raceroei
5,3,518.33,09:00,13 mei 2023,wab,raceroei
6,3,502.41,09:05,13 mei 2023,wab,raceroei
7,2,510.43,09:05,13 mei 2023,wab,raceroei
8,4,511.52,09:05,13 mei 2023,wab,raceroei
9,8,513.8,09:05,13 mei 2023,wab,raceroei
10,6,529.15,09:05,13 mei 2023,wab,raceroei
11,5,556.62,09:05,13 mei 2023,wab,raceroei
12,7,,09:05,13 mei 2023,wab,raceroei
13,2,456.81,09:10,13 mei 2023,wab,raceroei
14,3,463.96,09:10,13 mei 2023,wab,raceroei
15,5,466.1,09:10,13 mei 2023,wab,raceroei
16,4,476.61,09:10,13 mei 2023,wab,raceroei
17,7,482.1,09:10,13 mei 2023,wab,raceroei
18,6,520.71,09:10,13 mei 2023,wab,raceroei
19,5,469.66,09:15,13 mei 2023,wab,raceroei
20,2,477.57,09:15,13 mei 2023,wab,raceroei
21,7,480.29,09:15,13 mei 2023,wab,raceroei
22,3,483.34,09:15,13 mei 2023,wab,raceroei
23,6,491.74,09:15,13 mei 2023,wab,raceroei
24,4,493.44,09:15,13 mei 2023,wab,raceroei
25,8,496.94,09:15,13 mei 2023,wab,raceroei
26,6,532.82,09:20,13 mei 2023,wab,raceroei
27,3,535.22,09:20,13 mei 2023,wab,raceroei
28,1,536.72,09:20,13 mei 2023,wab,raceroei
29,5,541.5,09:20,13 mei 2023,wab,raceroei
30,4,544.07,09:20,13 mei 2023,wab,raceroei
31,7,558.32,09:20,13 mei 2023,wab,raceroei
32,2,560.47,09:20,13 mei 2023,wab,raceroei
33,8,570.18,09:20,13 mei 2023,wab,raceroei
34,4,516.36,09:25,13 mei 2023,wab,raceroei
35,2,522.42,09:25,13 mei 2023,wab,raceroei
36,7,527.49,09:25,13 mei 2023,wab,raceroei
37,6,528.5,09:25,13 mei 2023,wab,raceroei
38,1,539.54,09:25,13 mei 2023,wab,raceroei
39,5,541.57,09:25,13 mei 2023,wab,raceroei
40,8,542.58,09:25,13 mei 2023,wab,raceroei
41,3,549.59,09:25,13 mei 2023,wab,raceroei
42,7,535.11,09:30,13 mei 2023,wab,raceroei
43,3,536.29,09:30,13 mei 2023,wab,raceroei
44,5,537.44,09:30,13 mei 2023,wab,raceroei
45,2,538.5,09:30,13 mei 2023,wab,raceroei
46,4,558.4,09:30,13 mei 2023,wab,raceroei
47,6,574.32,09:30,13 mei 2023,wab,raceroei
48,7,511.61,09:35,13 mei 2023,wab,raceroei
49,3,515.79,09:35,13 mei 2023,wab,raceroei
50,4,520.6,09:35,13 mei 2023,wab,raceroei
