,baan,finish,time_of_race,date,venue,event_name
0,7,523.15,09:00,28 mei 2022,wab,nwr
1,6,525.67,09:00,28 mei 2022,wab,nwr
2,4,535.72,09:00,28 mei 2022,wab,nwr
3,5,540.62,09:00,28 mei 2022,wab,nwr
4,7,531.92,09:05,28 mei 2022,wab,nwr
5,5,535.8,09:05,28 mei 2022,wab,nwr
6,4,539.9,09:05,28 mei 2022,wab,nwr
7,6,595.18,09:05,28 mei 2022,wab,nwr
8,6,511.38,09:10,28 mei 2022,wab,nwr
9,7,516.17,09:10,28 mei 2022,wab,nwr
10,5,519.73,09:10,28 mei 2022,wab,nwr
11,4,522.38,09:10,28 mei 2022,wab,nwr
12,6,498.01,09:15,28 mei 2022,wab,nwr
13,5,501.86,09:15,28 mei 2022,wab,nwr
14,4,502.73,09:15,28 mei 2022,wab,nwr
15,7,506.18,09:15,28 mei 2022,wab,nwr
16,6,524.56,09:20,28 mei 2022,wab,nwr
17,7,525.91,09:20,28 mei 2022,wab,nwr
18,4,527.84,09:20,28 mei 2022,wab,nwr
19,5,528.05,09:20,28 mei 2022,wab,nwr
20,5,502.38,09:25,28 mei 2022,wab,nwr
21,7,506.06,09:25,28 mei 2022,wab,nwr
22,6,512.22,09:25,28 mei 2022,wab,nwr
23,4,512.42,09:25,28 mei 2022,wab,nwr
24,4,483.02,09:30,28 mei 2022,wab,nwr
25,7,484.2,09:30,28 mei 2022,wab,nwr
26,5,505.03,09:30,28 mei 2022,wab,nwr
27,3,505.24,09:30,28 mei 2022,wab,nwr
28,6,523.74,09:30,28 mei 2022,wab,nwr
29,8,458.89,09:35,28 mei 2022,wab,nwr
30,3,462.89,09:35,28 mei 2022,wab,nwr
31,7,464.59,09:35,28 mei 2022,wab,nwr
32,4,466.52,09:35,28 mei 2022,wab,nwr
33,6,479.83,09:35,28 mei 2022,wab,nwr
34,5,504.04,09:35,28 mei 2022,wab,nwr
35,3,455.41,09:45,28 mei 2022,wab,nwr
36,5,457.98,09:45,28 mei 2022,wab,nwr
37,7,471.04,09:45,28 mei 2022,wab,nwr
38,6,472.47,09:45,28 mei 2022,wab,nwr
39,8,486.53,09:45,28 mei 2022,wab,nwr
40,4,491.86,09:45,28 mei 2022,wab,nwr
41,3,468.61,09:50,28 mei 2022,wab,nwr
42,6,473.8,09:50,28 mei 2022,wab,nwr
43,7,477.35,09:50,28 mei 2022,wab,nwr
44,4,500.85,09:50,28 mei 2022,wab,nwr
45,5,512.83,09:50,28 mei 2022,wab,nwr
46,8,463.32,09:55,28 mei 2022,wab,nwr
47,7,470.16,09:55,28 mei 2022,wab,nwr
48,3,473.88,09:55,28 mei 2022,wab,nwr
49,6,474.65,09:55,28 mei 2022,wab,nwr
50,4,482.31,09:55,28 mei 2022,wab,nwr
51,5,484.45,09:55,28 mei 2022,wab,nwr
