,baan,finish,time_of_race,date,venue,event_name
0,4,465.67,09:10,4 juni 2022,bosbaan,arb
1,3,486.1,09:10,4 juni 2022,bosbaan,arb
2,5,488.23,09:10,4 juni 2022,bosbaan,arb
3,6,488.53,09:10,4 juni 2022,bosbaan,arb
4,2,504.87,09:10,4 juni 2022,bosbaan,arb
5,2,466.22,09:15,4 juni 2022,bosbaan,arb
6,6,471.97,09:15,4 juni 2022,bosbaan,arb
7,5,479.75,09:15,4 juni 2022,bosbaan,arb
8,3,484.39,09:15,4 juni 2022,bosbaan,arb
9,7,487.9,09:15,4 juni 2022,bosbaan,arb
10,4,538.75,09:15,4 juni 2022,bosbaan,arb
11,3,458.81,09:20,4 juni 2022,bosbaan,arb
12,6,463.27,09:20,4 juni 2022,bosbaan,arb
13,4,472.85,09:20,4 juni 2022,bosbaan,arb
14,5,475.16,09:20,4 juni 2022,bosbaan,arb
15,7,478.38,09:20,4 juni 2022,bosbaan,arb
16,2,545.53,09:20,4 juni 2022,bosbaan,arb
17,5,519.65,09:25,4 juni 2022,bosbaan,arb
18,3,521.62,09:25,4 juni 2022,bosbaan,arb
19,4,523.94,09:25,4 juni 2022,bosbaan,arb
20,7,538.92,09:25,4 juni 2022,bosbaan,arb
21,2,540.34,09:25,4 juni 2022,bosbaan,arb
22,6,550.98,09:25,4 juni 2022,bosbaan,arb
23,3,512.07,09:30,4 juni 2022,bosbaan,arb
24,6,527.25,09:30,4 juni 2022,bosbaan,arb
25,7,531.47,09:30,4 juni 2022,bosbaan,arb
26,4,545.88,09:30,4 juni 2022,bosbaan,arb
27,5,554.38,09:30,4 juni 2022,bosbaan,arb
28,2,568.56,09:30,4 juni 2022,bosbaan,arb
29,2,503.99,09:35,4 juni 2022,bosbaan,arb
30,3,512.02,09:35,4 juni 2022,bosbaan,arb
31,6,526.24,09:35,4 juni 2022,bosbaan,arb
32,7,528.93,09:35,4 juni 2022,bosbaan,arb
33,5,531.23,09:35,4 juni 2022,bosbaan,arb
34,4,546.07,09:35,4 juni 2022,bosbaan,arb
35,4,510.33,09:40,4 juni 2022,bosbaan,arb
36,7,519.22,09:40,4 juni 2022,bosbaan,arb
37,6,526.56,09:40,4 juni 2022,bosbaan,arb
38,3,550.54,09:40,4 juni 2022,bosbaan,arb
39,5,565.65,09:40,4 juni 2022,bosbaan,arb
40,2,573.47,09:40,4 juni 2022,bosbaan,arb
41,6,507.21,09:45,4 juni 2022,bosbaan,arb
42,3,518.51,09:45,4 juni 2022,bosbaan,arb
43,7,526.11,09:45,4 juni 2022,bosbaan,arb
44,5,531.55,09:45,4 juni 2022,bosbaan,arb
45,2,532.31,09:45,4 juni 2022,bosbaan,arb
46,4,537.43,09:45,4 juni 2022,bosbaan,arb
47,4,432.07,09:50,4 juni 2022,bosbaan,arb
48,3,438.47,09:50,4 juni 2022,bosbaan,arb
49,6,440.44,09:50,4 juni 2022,bosbaan,arb
50,5,440.77,09:50,4 juni 2022,bosbaan,arb
51,5,443.13,09:55,4 juni 2022,bosbaan,arb
52,3,443.46,09:55,4 juni 2022,bosbaan,arb
53,6,451.32,09:55,4 juni 2022,bosbaan,arb
