,baan,finish,time_of_race,date,venue,event_name
0,2,372.76,", 09:",25 June 2022,bosbaan,hollandbeker
1,1,379.78,", 09:",25 June 2022,bosbaan,hollandbeker
2,3,381.84,", 09:",25 June 2022,bosbaan,hollandbeker
3,4,385.17,", 09:",25 June 2022,bosbaan,hollandbeker
4,3,373.17,", 09:",25 June 2022,bosbaan,hollandbeker
5,4,375.93,", 09:",25 June 2022,bosbaan,hollandbeker
6,1,378.32,", 09:",25 June 2022,bosbaan,hollandbeker
7,2,393.9,", 09:",25 June 2022,bosbaan,hollandbeker
8,1,434.78,", 09:",25 June 2022,bosbaan,hollandbeker
9,3,436.7,", 09:",25 June 2022,bosbaan,hollandbeker
10,2,449.67,", 09:",25 June 2022,bosbaan,hollandbeker
11,4,480.87,", 09:",25 June 2022,bosbaan,hollandbeker
12,2,447.67,", 10:",25 June 2022,bosbaan,hollandbeker
13,1,450.78,", 10:",25 June 2022,bosbaan,hollandbeker
14,3,458.88,", 10:",25 June 2022,bosbaan,hollandbeker
15,4,464.67,", 10:",25 June 2022,bosbaan,hollandbeker
16,2,442.15,", 10:",25 June 2022,bosbaan,hollandbeker
17,3,443.94,", 10:",25 June 2022,bosbaan,hollandbeker
18,1,444.46,", 10:",25 June 2022,bosbaan,hollandbeker
19,4,446.84,", 10:",25 June 2022,bosbaan,hollandbeker
20,5,430.62,", 10:",25 June 2022,bosbaan,hollandbeker
21,2,434.38,", 10:",25 June 2022,bosbaan,hollandbeker
22,1,436.79,", 10:",25 June 2022,bosbaan,hollandbeker
23,4,445.44,", 10:",25 June 2022,bosbaan,hollandbeker
24,3,451.58,", 10:",25 June 2022,bosbaan,hollandbeker
25,1,391.53,", 10:",25 June 2022,bosbaan,hollandbeker
26,3,394.03,", 10:",25 June 2022,bosbaan,hollandbeker
27,5,396.23,", 10:",25 June 2022,bosbaan,hollandbeker
28,2,397.02,", 10:",25 June 2022,bosbaan,hollandbeker
29,4,397.15,", 10:",25 June 2022,bosbaan,hollandbeker
30,4,383.63,", 10:",25 June 2022,bosbaan,hollandbeker
31,3,385.65,", 10:",25 June 2022,bosbaan,hollandbeker
32,2,387.53,", 10:",25 June 2022,bosbaan,hollandbeker
33,5,401.13,", 10:",25 June 2022,bosbaan,hollandbeker
34,1,407.72,", 10:",25 June 2022,bosbaan,hollandbeker
35,3,396.47,", 10:",25 June 2022,bosbaan,hollandbeker
36,2,405.83,", 10:",25 June 2022,bosbaan,hollandbeker
37,1,414.51,", 10:",25 June 2022,bosbaan,hollandbeker
38,2,387.32,", 10:",25 June 2022,bosbaan,hollandbeker
39,4,390.27,", 10:",25 June 2022,bosbaan,hollandbeker
40,3,395.06,", 10:",25 June 2022,bosbaan,hollandbeker
41,1,396.26,", 10:",25 June 2022,bosbaan,hollandbeker
42,2,487.62,", 10:",25 June 2022,bosbaan,hollandbeker
43,3,490.44,", 10:",25 June 2022,bosbaan,hollandbeker
44,4,506.67,", 10:",25 June 2022,bosbaan,hollandbeker
45,5,512.51,", 10:",25 June 2022,bosbaan,hollandbeker
46,1,538.81,", 10:",25 June 2022,bosbaan,hollandbeker
47,3,491.33,", 10:",25 June 2022,bosbaan,hollandbeker
48,2,497.59,", 10:",25 June 2022,bosbaan,hollandbeker
49,4,522.58,", 10:",25 June 2022,bosbaan,hollandbeker
50,1,535.2,", 10:",25 June 2022,bosbaan,hollandbeker
51,2,486.77,", 11:",25 June 2022,bosbaan,hollandbeker
52,3,494.41,", 11:",25 June 2022,bosbaan,hollandbeker
53,1,498.97,", 11:",25 June 2022,bosbaan,hollandbeker
54,4,521.04,", 11:",25 June 2022,bosbaan,hollandbeker
55,3,482.1,", 11:",25 June 2022,bosbaan,hollandbeker
56,2,489.33,", 11:",25 June 2022,bosbaan,hollandbeker
57,4,503.27,", 11:",25 June 2022,bosbaan,hollandbeker
58,1,505.13,", 11:",25 June 2022,bosbaan,hollandbeker
59,2,476.77,", 11:",25 June 2022,bosbaan,hollandbeker
60,3,501.63,", 11:",25 June 2022,bosbaan,hollandbeker
61,4,502.96,", 11:",25 June 2022,bosbaan,hollandbeker
62,1,510.01,", 11:",25 June 2022,bosbaan,hollandbeker
63,2,493.73,", 11:",25 June 2022,bosbaan,hollandbeker
64,3,499.2,", 11:",25 June 2022,bosbaan,hollandbeker
65,1,508.53,", 11:",25 June 2022,bosbaan,hollandbeker
66,4,508.68,", 11:",25 June 2022,bosbaan,hollandbeker
67,1,466.99,", 11:",25 June 2022,bosbaan,hollandbeker
68,3,472.55,", 11:",25 June 2022,bosbaan,hollandbeker
69,5,477.93,", 11:",25 June 2022,bosbaan,hollandbeker
70,4,479.3,", 11:",25 June 2022,bosbaan,hollandbeker
