,baan,finish,time_of_race,date,venue,event_name
0,4,423.86,10:15,20 april 2024,bosbaan,hollandia
1,5,426.18,10:15,20 april 2024,bosbaan,hollandia
2,3,430.18,10:15,20 april 2024,bosbaan,hollandia
3,1,437.9,10:15,20 april 2024,bosbaan,hollandia
4,2,465.02,10:15,20 april 2024,bosbaan,hollandia
5,3,432.67,10:20,20 april 2024,bosbaan,hollandia
6,1,435.83,10:20,20 april 2024,bosbaan,hollandia
7,5,436.54,10:20,20 april 2024,bosbaan,hollandia
8,4,450.88,10:20,20 april 2024,bosbaan,hollandia
9,2,454.75,10:20,20 april 2024,bosbaan,hollandia
10,6,419.69,10:25,20 april 2024,bosbaan,hollandia
11,2,424.34,10:25,20 april 2024,bosbaan,hollandia
12,5,426.91,10:25,20 april 2024,bosbaan,hollandia
13,1,427.78,10:25,20 april 2024,bosbaan,hollandia
14,4,440.42,10:25,20 april 2024,bosbaan,hollandia
15,3,444.56,10:25,20 april 2024,bosbaan,hollandia
16,2,382.79,10:40,20 april 2024,bosbaan,hollandia
17,5,388.9,10:40,20 april 2024,bosbaan,hollandia
18,3,392.04,10:40,20 april 2024,bosbaan,hollandia
19,4,394.63,10:40,20 april 2024,bosbaan,hollandia
20,3,374.02,10:45,20 april 2024,bosbaan,hollandia
21,4,376.19,10:45,20 april 2024,bosbaan,hollandia
22,6,379.19,10:45,20 april 2024,bosbaan,hollandia
23,2,391.43,10:45,20 april 2024,bosbaan,hollandia
24,5,393.39,10:45,20 april 2024,bosbaan,hollandia
25,2,377.15,10:50,20 april 2024,bosbaan,hollandia
26,6,378.53,10:50,20 april 2024,bosbaan,hollandia
27,3,379.94,10:50,20 april 2024,bosbaan,hollandia
28,5,393.28,10:50,20 april 2024,bosbaan,hollandia
29,4,396.67,10:50,20 april 2024,bosbaan,hollandia
30,4,468.36,11:00,20 april 2024,bosbaan,hollandia
31,5,468.71,11:00,20 april 2024,bosbaan,hollandia
32,3,481.02,11:00,20 april 2024,bosbaan,hollandia
33,6,489.47,11:00,20 april 2024,bosbaan,hollandia
34,2,489.74,11:00,20 april 2024,bosbaan,hollandia
35,1,503.8,11:00,20 april 2024,bosbaan,hollandia
36,4,463.14,11:05,20 april 2024,bosbaan,hollandia
37,1,476.11,11:05,20 april 2024,bosbaan,hollandia
38,2,477.29,11:05,20 april 2024,bosbaan,hollandia
39,3,482.84,11:05,20 april 2024,bosbaan,hollandia
40,6,486.7,11:05,20 april 2024,bosbaan,hollandia
41,5,492.59,11:05,20 april 2024,bosbaan,hollandia
42,3,471.34,11:10,20 april 2024,bosbaan,hollandia
43,2,473.49,11:10,20 april 2024,bosbaan,hollandia
44,4,476.49,11:10,20 april 2024,bosbaan,hollandia
45,5,491.11,11:10,20 april 2024,bosbaan,hollandia
46,3,476.24,11:15,20 april 2024,bosbaan,hollandia
47,2,480.61,11:15,20 april 2024,bosbaan,hollandia
48,4,486.43,11:15,20 april 2024,bosbaan,hollandia
49,1,489.23,11:15,20 april 2024,bosbaan,hollandia
50,5,496.87,11:15,20 april 2024,bosbaan,hollandia
51,3,472.14,11:20,20 april 2024,bosbaan,hollandia
52,2,472.6,11:20,20 april 2024,bosbaan,hollandia
53,1,473.28,11:20,20 april 2024,bosbaan,hollandia
54,4,476.73,11:20,20 april 2024,bosbaan,hollandia
55,5,483.23,11:20,20 april 2024,bosbaan,hollandia
56,4,387.73,11:25,20 april 2024,bosbaan,hollandia
57,5,390.2,11:25,20 april 2024,bosbaan,hollandia
58,3,390.7,11:25,20 april 2024,bosbaan,hollandia
59,2,394.94,11:25,20 april 2024,bosbaan,hollandia
60,2,385.27,11:30,20 april 2024,bosbaan,hollandia
61,5,386.09,11:30,20 april 2024,bosbaan,hollandia
62,4,391.87,11:30,20 april 2024,bosbaan,hollandia
63,3,406.88,11:30,20 april 2024,bosbaan,hollandia
64,4,383.64,11:35,20 april 2024,bosbaan,hollandia
65,5,386.41,11:35,20 april 2024,bosbaan,hollandia
66,2,387.84,11:35,20 april 2024,bosbaan,hollandia
67,1,390.45,11:35,20 april 2024,bosbaan,hollandia
68,3,391.56,11:35,20 april 2024,bosbaan,hollandia
69,4,158.69,12:05,20 april 2024,bosbaan,hollandia
70,2,161.26,12:05,20 april 2024,bosbaan,hollandia
71,3,172.87,12:05,20 april 2024,bosbaan,hollandia
72,5,197.08,12:05,20 april 2024,bosbaan,hollandia
73,2,509.47,13:40,20 april 2024,bosbaan,hollandia
74,3,514.55,13:40,20 april 2024,bosbaan,hollandia
75,6,515.92,13:40,20 april 2024,bosbaan,hollandia
76,4,537.72,13:40,20 april 2024,bosbaan,hollandia
77,1,588.12,13:40,20 april 2024,bosbaan,hollandia
78,5,633.61,13:40,20 april 2024,bosbaan,hollandia
79,3,501.09,13:45,20 april 2024,bosbaan,hollandia
80,5,503.32,13:45,20 april 2024,bosbaan,hollandia
81,4,504.42,13:45,20 april 2024,bosbaan,hollandia
82,6,507.1,13:45,20 april 2024,bosbaan,hollandia
83,2,507.38,13:45,20 april 2024,bosbaan,hollandia
84,1,516.34,13:45,20 april 2024,bosbaan,hollandia
85,1,465.43,13:50,20 april 2024,bosbaan,hollandia
86,2,466.52,13:50,20 april 2024,bosbaan,hollandia
87,4,470.58,13:50,20 april 2024,bosbaan,hollandia
88,3,476.16,13:50,20 april 2024,bosbaan,hollandia
89,5,477.54,13:50,20 april 2024,bosbaan,hollandia
90,5,462.47,13:55,20 april 2024,bosbaan,hollandia
91,4,462.78,13:55,20 april 2024,bosbaan,hollandia
92,3,469.01,13:55,20 april 2024,bosbaan,hollandia
93,6,471.08,13:55,20 april 2024,bosbaan,hollandia
94,2,504.02,13:55,20 april 2024,bosbaan,hollandia
95,1,460.46,14:00,20 april 2024,bosbaan,hollandia
96,5,463.73,14:00,20 april 2024,bosbaan,hollandia
97,3,471.09,14:00,20 april 2024,bosbaan,hollandia
98,4,474.13,14:00,20 april 2024,bosbaan,hollandia
99,6,480.75,14:00,20 april 2024,bosbaan,hollandia
100,2,492.48,14:00,20 april 2024,bosbaan,hollandia
101,3,455.6,14:05,20 april 2024,bosbaan,hollandia
102,5,455.93,14:05,20 april 2024,bosbaan,hollandia
103,1,467.65,14:05,20 april 2024,bosbaan,hollandia
104,4,470.51,14:05,20 april 2024,bosbaan,hollandia
105,2,519.06,14:05,20 april 2024,bosbaan,hollandia
106,2,462.53,14:10,20 april 2024,bosbaan,hollandia
107,1,463.94,14:10,20 april 2024,bosbaan,hollandia
108,3,464.66,14:10,20 april 2024,bosbaan,hollandia
109,4,475.05,14:10,20 april 2024,bosbaan,hollandia
110,6,482.88,14:10,20 april 2024,bosbaan,hollandia
111,5,486.56,14:10,20 april 2024,bosbaan,hollandia
112,4,477.07,14:15,20 april 2024,bosbaan,hollandia
113,5,482.37,14:15,20 april 2024,bosbaan,hollandia
114,3,487.74,14:15,20 april 2024,bosbaan,hollandia
115,2,496.32,14:15,20 april 2024,bosbaan,hollandia
116,3,471.63,14:20,20 april 2024,bosbaan,hollandia
117,6,473.12,14:20,20 april 2024,bosbaan,hollandia
118,2,475.64,14:20,20 april 2024,bosbaan,hollandia
119,4,476.01,14:20,20 april 2024,bosbaan,hollandia
120,5,476.11,14:20,20 april 2024,bosbaan,hollandia
121,6,481.64,14:25,20 april 2024,bosbaan,hollandia
122,3,487.86,14:25,20 april 2024,bosbaan,hollandia
123,2,491.61,14:25,20 april 2024,bosbaan,hollandia
124,5,492.56,14:25,20 april 2024,bosbaan,hollandia
125,4,502.76,14:25,20 april 2024,bosbaan,hollandia
126,6,483.91,14:30,20 april 2024,bosbaan,hollandia
127,2,485.92,14:30,20 april 2024,bosbaan,hollandia
128,4,490.42,14:30,20 april 2024,bosbaan,hollandia
129,5,492.69,14:30,20 april 2024,bosbaan,hollandia
130,3,493.73,14:30,20 april 2024,bosbaan,hollandia
131,3,473.79,14:35,20 april 2024,bosbaan,hollandia
132,2,474.76,14:35,20 april 2024,bosbaan,hollandia
133,4,479.76,14:35,20 april 2024,bosbaan,hollandia
134,5,485.55,14:35,20 april 2024,bosbaan,hollandia
135,4,473.89,14:40,20 april 2024,bosbaan,hollandia
136,1,474.31,14:40,20 april 2024,bosbaan,hollandia
137,3,477.59,14:40,20 april 2024,bosbaan,hollandia
138,2,495.29,14:40,20 april 2024,bosbaan,hollandia
139,5,497.62,14:40,20 april 2024,bosbaan,hollandia
140,6,419.6,14:45,20 april 2024,bosbaan,hollandia
141,5,421.23,14:45,20 april 2024,bosbaan,hollandia
142,2,441.83,14:45,20 april 2024,bosbaan,hollandia
143,4,443.11,14:45,20 april 2024,bosbaan,hollandia
144,1,446.82,14:45,20 april 2024,bosbaan,hollandia
145,3,448.05,14:45,20 april 2024,bosbaan,hollandia
146,3,436.81,14:50,20 april 2024,bosbaan,hollandia
147,1,437.17,14:50,20 april 2024,bosbaan,hollandia
148,5,438.31,14:50,20 april 2024,bosbaan,hollandia
149,2,438.87,14:50,20 april 2024,bosbaan,hollandia
150,4,448.29,14:50,20 april 2024,bosbaan,hollandia
151,6,454.29,14:50,20 april 2024,bosbaan,hollandia
152,3,440.55,09:00,21 april 2024,bosbaan,hollandia
153,2,444.97,09:00,21 april 2024,bosbaan,hollandia
154,5,453.29,09:00,21 april 2024,bosbaan,hollandia
155,4,479.75,09:00,21 april 2024,bosbaan,hollandia
156,2,437.46,09:05,21 april 2024,bosbaan,hollandia
157,5,448.11,09:05,21 april 2024,bosbaan,hollandia
158,3,449.07,09:05,21 april 2024,bosbaan,hollandia
159,4,450.55,09:05,21 april 2024,bosbaan,hollandia
160,2,475.67,09:10,21 april 2024,bosbaan,hollandia
161,4,484.07,09:10,21 april 2024,bosbaan,hollandia
162,3,488.32,09:10,21 april 2024,bosbaan,hollandia
163,5,506.64,09:10,21 april 2024,bosbaan,hollandia
164,2,471.09,09:15,21 april 2024,bosbaan,hollandia
165,3,484.75,09:15,21 april 2024,bosbaan,hollandia
166,5,492.44,09:15,21 april 2024,bosbaan,hollandia
167,6,499.09,09:15,21 april 2024,bosbaan,hollandia
168,4,517.91,09:15,21 april 2024,bosbaan,hollandia
169,5,476.32,09:20,21 april 2024,bosbaan,hollandia
170,6,477.82,09:20,21 april 2024,bosbaan,hollandia
171,2,479.97,09:20,21 april 2024,bosbaan,hollandia
172,3,481.53,09:20,21 april 2024,bosbaan,hollandia
173,4,513.55,09:20,21 april 2024,bosbaan,hollandia
174,2,515.41,09:25,21 april 2024,bosbaan,hollandia
175,3,534.61,09:25,21 april 2024,bosbaan,hollandia
176,6,538.02,09:25,21 april 2024,bosbaan,hollandia
177,4,543.61,09:25,21 april 2024,bosbaan,hollandia
178,5,555.15,09:25,21 april 2024,bosbaan,hollandia
179,3,524.1,09:30,21 april 2024,bosbaan,hollandia
180,4,538.74,09:30,21 april 2024,bosbaan,hollandia
181,2,542.99,09:30,21 april 2024,bosbaan,hollandia
182,6,544.06,09:30,21 april 2024,bosbaan,hollandia
183,5,548.74,09:30,21 april 2024,bosbaan,hollandia
184,1,531.92,09:35,21 april 2024,bosbaan,hollandia
185,2,536.3,09:35,21 april 2024,bosbaan,hollandia
186,4,541.58,09:35,21 april 2024,bosbaan,hollandia
187,3,548.06,09:35,21 april 2024,bosbaan,hollandia
188,5,548.7,09:35,21 april 2024,bosbaan,hollandia
189,6,585.21,09:35,21 april 2024,bosbaan,hollandia
190,1,531.39,09:40,21 april 2024,bosbaan,hollandia
191,2,541.87,09:40,21 april 2024,bosbaan,hollandia
192,5,548.05,09:40,21 april 2024,bosbaan,hollandia
193,3,562.21,09:40,21 april 2024,bosbaan,hollandia
194,4,570.85,09:40,21 april 2024,bosbaan,hollandia
195,6,576.22,09:40,21 april 2024,bosbaan,hollandia
196,2,469.53,09:45,21 april 2024,bosbaan,hollandia
197,4,472.06,09:45,21 april 2024,bosbaan,hollandia
198,5,478.78,09:45,21 april 2024,bosbaan,hollandia
199,6,509.45,09:45,21 april 2024,bosbaan,hollandia
200,3,480.03,09:50,21 april 2024,bosbaan,hollandia
201,4,480.78,09:50,21 april 2024,bosbaan,hollandia
202,6,481.52,09:50,21 april 2024,bosbaan,hollandia
203,2,497.05,09:50,21 april 2024,bosbaan,hollandia
204,5,514.59,09:50,21 april 2024,bosbaan,hollandia
205,1,470.66,09:55,21 april 2024,bosbaan,hollandia
206,4,476.51,09:55,21 april 2024,bosbaan,hollandia
207,2,480.23,09:55,21 april 2024,bosbaan,hollandia
208,3,481.22,09:55,21 april 2024,bosbaan,hollandia
209,5,484.43,09:55,21 april 2024,bosbaan,hollandia
210,1,421.98,10:00,21 april 2024,bosbaan,hollandia
211,3,426.64,10:00,21 april 2024,bosbaan,hollandia
212,5,429.15,10:00,21 april 2024,bosbaan,hollandia
213,2,434.97,10:00,21 april 2024,bosbaan,hollandia
214,6,439.19,10:00,21 april 2024,bosbaan,hollandia
215,4,440.2,10:00,21 april 2024,bosbaan,hollandia
216,1,419.65,10:05,21 april 2024,bosbaan,hollandia
217,2,421.97,10:05,21 april 2024,bosbaan,hollandia
218,3,423.95,10:05,21 april 2024,bosbaan,hollandia
219,4,426.07,10:05,21 april 2024,bosbaan,hollandia
220,5,437.2,10:05,21 april 2024,bosbaan,hollandia
221,6,440.45,10:05,21 april 2024,bosbaan,hollandia
222,3,415.93,10:10,21 april 2024,bosbaan,hollandia
223,2,423.04,10:10,21 april 2024,bosbaan,hollandia
224,5,431.26,10:10,21 april 2024,bosbaan,hollandia
225,4,437.2,10:10,21 april 2024,bosbaan,hollandia
226,5,421.2,10:15,21 april 2024,bosbaan,hollandia
227,4,427.26,10:15,21 april 2024,bosbaan,hollandia
228,2,432.58,10:15,21 april 2024,bosbaan,hollandia
229,3,439.43,10:15,21 april 2024,bosbaan,hollandia
230,1,399.76,10:20,21 april 2024,bosbaan,hollandia
231,2,409.76,10:20,21 april 2024,bosbaan,hollandia
232,3,425.13,10:20,21 april 2024,bosbaan,hollandia
233,4,427.54,10:20,21 april 2024,bosbaan,hollandia
234,5,428.69,10:20,21 april 2024,bosbaan,hollandia
235,1,498.05,10:35,21 april 2024,bosbaan,hollandia
236,2,505.45,10:35,21 april 2024,bosbaan,hollandia
237,5,519.2,10:35,21 april 2024,bosbaan,hollandia
238,3,519.87,10:35,21 april 2024,bosbaan,hollandia
