,baan,finish,time_of_race,date,venue,event_name
0,6,447.37,09:30,20 april 2019,bosbaan,hollandia
1,3,449.59,09:30,20 april 2019,bosbaan,hollandia
2,5,455.14,09:30,20 april 2019,bosbaan,hollandia
3,2,470.64,09:30,20 april 2019,bosbaan,hollandia
4,4,473.71,09:30,20 april 2019,bosbaan,hollandia
5,5,437.3,09:35,20 april 2019,bosbaan,hollandia
6,4,438.77,09:35,20 april 2019,bosbaan,hollandia
7,1,441.28,09:35,20 april 2019,bosbaan,hollandia
8,6,446.99,09:35,20 april 2019,bosbaan,hollandia
9,2,461.78,09:35,20 april 2019,bosbaan,hollandia
10,3,464.61,09:35,20 april 2019,bosbaan,hollandia
11,2,432.59,09:40,20 april 2019,bosbaan,hollandia
12,6,432.94,09:40,20 april 2019,bosbaan,hollandia
13,5,435.83,09:40,20 april 2019,bosbaan,hollandia
14,1,439.81,09:40,20 april 2019,bosbaan,hollandia
15,4,447.81,09:40,20 april 2019,bosbaan,hollandia
16,3,449.5,09:40,20 april 2019,bosbaan,hollandia
17,5,380.16,09:45,20 april 2019,bosbaan,hollandia
18,2,385.83,09:45,20 april 2019,bosbaan,hollandia
19,4,386.07,09:45,20 april 2019,bosbaan,hollandia
20,3,389.06,09:45,20 april 2019,bosbaan,hollandia
21,6,373.78,09:50,20 april 2019,bosbaan,hollandia
22,4,379.37,09:50,20 april 2019,bosbaan,hollandia
23,5,384.14,09:50,20 april 2019,bosbaan,hollandia
24,3,388.85,09:50,20 april 2019,bosbaan,hollandia
25,2,391.07,09:50,20 april 2019,bosbaan,hollandia
26,6,381.92,09:55,20 april 2019,bosbaan,hollandia
27,3,382.27,09:55,20 april 2019,bosbaan,hollandia
28,5,384.63,09:55,20 april 2019,bosbaan,hollandia
29,4,386.43,09:55,20 april 2019,bosbaan,hollandia
30,2,401.56,09:55,20 april 2019,bosbaan,hollandia
31,6,490.84,10:00,20 april 2019,bosbaan,hollandia
32,5,491.0,10:00,20 april 2019,bosbaan,hollandia
33,3,491.84,10:00,20 april 2019,bosbaan,hollandia
34,4,495.83,10:00,20 april 2019,bosbaan,hollandia
35,2,498.02,10:00,20 april 2019,bosbaan,hollandia
36,6,470.28,10:05,20 april 2019,bosbaan,hollandia
37,4,491.57,10:05,20 april 2019,bosbaan,hollandia
38,5,492.08,10:05,20 april 2019,bosbaan,hollandia
39,3,493.83,10:05,20 april 2019,bosbaan,hollandia
40,2,496.55,10:05,20 april 2019,bosbaan,hollandia
41,2,482.98,10:10,20 april 2019,bosbaan,hollandia
42,1,483.51,10:10,20 april 2019,bosbaan,hollandia
43,5,484.33,10:10,20 april 2019,bosbaan,hollandia
44,3,485.46,10:10,20 april 2019,bosbaan,hollandia
45,4,486.54,10:10,20 april 2019,bosbaan,hollandia
46,6,505.36,10:10,20 april 2019,bosbaan,hollandia
47,2,515.07,10:15,20 april 2019,bosbaan,hollandia
48,6,523.83,10:15,20 april 2019,bosbaan,hollandia
49,4,529.95,10:15,20 april 2019,bosbaan,hollandia
50,3,540.24,10:15,20 april 2019,bosbaan,hollandia
51,5,548.83,10:15,20 april 2019,bosbaan,hollandia
52,6,526.21,10:20,20 april 2019,bosbaan,hollandia
53,5,540.69,10:20,20 april 2019,bosbaan,hollandia
54,3,542.45,10:20,20 april 2019,bosbaan,hollandia
55,4,545.07,10:20,20 april 2019,bosbaan,hollandia
56,2,549.94,10:20,20 april 2019,bosbaan,hollandia
57,4,505.2,10:25,20 april 2019,bosbaan,hollandia
58,5,524.29,10:25,20 april 2019,bosbaan,hollandia
59,2,527.86,10:25,20 april 2019,bosbaan,hollandia
60,6,544.81,10:25,20 april 2019,bosbaan,hollandia
61,3,545.15,10:25,20 april 2019,bosbaan,hollandia
62,2,509.87,10:30,20 april 2019,bosbaan,hollandia
63,4,512.35,10:30,20 april 2019,bosbaan,hollandia
64,6,519.31,10:30,20 april 2019,bosbaan,hollandia
65,3,526.63,10:30,20 april 2019,bosbaan,hollandia
66,5,538.22,10:30,20 april 2019,bosbaan,hollandia
67,2,497.98,10:35,20 april 2019,bosbaan,hollandia
68,6,503.46,10:35,20 april 2019,bosbaan,hollandia
69,5,516.07,10:35,20 april 2019,bosbaan,hollandia
70,3,524.74,10:35,20 april 2019,bosbaan,hollandia
71,4,532.38,10:35,20 april 2019,bosbaan,hollandia
72,6,394.62,10:41,20 april 2019,bosbaan,hollandia
73,3,395.34,10:41,20 april 2019,bosbaan,hollandia
74,5,400.23,10:41,20 april 2019,bosbaan,hollandia
75,2,404.57,10:41,20 april 2019,bosbaan,hollandia
76,4,408.94,10:41,20 april 2019,bosbaan,hollandia
77,4,392.41,10:46,20 april 2019,bosbaan,hollandia
78,2,394.86,10:46,20 april 2019,bosbaan,hollandia
79,5,397.21,10:46,20 april 2019,bosbaan,hollandia
80,3,402.48,10:46,20 april 2019,bosbaan,hollandia
81,6,406.62,10:46,20 april 2019,bosbaan,hollandia
82,2,394.01,10:51,20 april 2019,bosbaan,hollandia
83,4,395.88,10:51,20 april 2019,bosbaan,hollandia
84,5,399.02,10:51,20 april 2019,bosbaan,hollandia
85,6,400.02,10:51,20 april 2019,bosbaan,hollandia
86,3,402.94,10:51,20 april 2019,bosbaan,hollandia
87,2,448.63,12:25,20 april 2019,bosbaan,hollandia
88,5,454.49,12:25,20 april 2019,bosbaan,hollandia
89,3,457.86,12:25,20 april 2019,bosbaan,hollandia
90,4,460.05,12:25,20 april 2019,bosbaan,hollandia
91,2,455.66,12:30,20 april 2019,bosbaan,hollandia
92,5,458.95,12:30,20 april 2019,bosbaan,hollandia
93,3,462.11,12:30,20 april 2019,bosbaan,hollandia
94,4,464.26,12:30,20 april 2019,bosbaan,hollandia
95,2,449.12,12:35,20 april 2019,bosbaan,hollandia
96,5,454.49,12:35,20 april 2019,bosbaan,hollandia
97,6,459.46,12:35,20 april 2019,bosbaan,hollandia
98,4,479.49,12:35,20 april 2019,bosbaan,hollandia
99,3,479.76,12:35,20 april 2019,bosbaan,hollandia
100,4,516.3,12:40,20 april 2019,bosbaan,hollandia
101,2,517.34,12:40,20 april 2019,bosbaan,hollandia
102,3,521.14,12:40,20 april 2019,bosbaan,hollandia
103,5,527.59,12:40,20 april 2019,bosbaan,hollandia
104,2,521.83,12:45,20 april 2019,bosbaan,hollandia
105,3,529.14,12:45,20 april 2019,bosbaan,hollandia
106,5,536.31,12:45,20 april 2019,bosbaan,hollandia
107,4,545.77,12:45,20 april 2019,bosbaan,hollandia
108,3,512.22,12:50,20 april 2019,bosbaan,hollandia
109,6,517.79,12:50,20 april 2019,bosbaan,hollandia
110,5,524.61,12:50,20 april 2019,bosbaan,hollandia
111,2,536.11,12:50,20 april 2019,bosbaan,hollandia
112,4,565.68,12:50,20 april 2019,bosbaan,hollandia
113,2,476.76,12:55,20 april 2019,bosbaan,hollandia
114,5,479.64,12:55,20 april 2019,bosbaan,hollandia
115,3,486.8,12:55,20 april 2019,bosbaan,hollandia
116,4,513.52,12:55,20 april 2019,bosbaan,hollandia
117,2,475.15,13:00,20 april 2019,bosbaan,hollandia
118,4,480.04,13:00,20 april 2019,bosbaan,hollandia
119,3,480.05,13:00,20 april 2019,bosbaan,hollandia
120,5,497.57,13:00,20 april 2019,bosbaan,hollandia
121,4,481.37,13:05,20 april 2019,bosbaan,hollandia
122,6,484.02,13:05,20 april 2019,bosbaan,hollandia
