,baan,finish,time_of_race,date,venue,event_name
0,5,,", 09:",1 June 2024,bosbaan,hollandbeker
1,4,,", 09:",1 June 2024,bosbaan,hollandbeker
2,3,,", 09:",1 June 2024,bosbaan,hollandbeker
3,3,508.91,", 09:",1 June 2024,bosbaan,hollandbeker
4,4,510.77,", 09:",1 June 2024,bosbaan,hollandbeker
5,5,516.01,", 09:",1 June 2024,bosbaan,hollandbeker
6,2,535.09,", 09:",1 June 2024,bosbaan,hollandbeker
7,2,413.34,", 09:",1 June 2024,bosbaan,hollandbeker
8,4,421.01,", 09:",1 June 2024,bosbaan,hollandbeker
9,5,434.91,", 09:",1 June 2024,bosbaan,hollandbeker
10,3,438.98,", 09:",1 June 2024,bosbaan,hollandbeker
11,6,441.35,", 09:",1 June 2024,bosbaan,hollandbeker
12,1,430.4,", 09:",1 June 2024,bosbaan,hollandbeker
13,3,433.41,", 09:",1 June 2024,bosbaan,hollandbeker
14,2,447.15,", 09:",1 June 2024,bosbaan,hollandbeker
15,4,449.05,", 09:",1 June 2024,bosbaan,hollandbeker
16,5,459.17,", 09:",1 June 2024,bosbaan,hollandbeker
17,2,424.35,", 09:",1 June 2024,bosbaan,hollandbeker
18,1,425.22,", 09:",1 June 2024,bosbaan,hollandbeker
19,4,426.08,", 09:",1 June 2024,bosbaan,hollandbeker
20,5,438.56,", 09:",1 June 2024,bosbaan,hollandbeker
21,6,446.83,", 09:",1 June 2024,bosbaan,hollandbeker
22,3,462.91,", 09:",1 June 2024,bosbaan,hollandbeker
23,3,456.76,", 09:",1 June 2024,bosbaan,hollandbeker
24,2,457.51,", 09:",1 June 2024,bosbaan,hollandbeker
25,5,467.29,", 09:",1 June 2024,bosbaan,hollandbeker
26,4,481.36,", 09:",1 June 2024,bosbaan,hollandbeker
27,4,448.53,", 09:",1 June 2024,bosbaan,hollandbeker
28,2,450.28,", 09:",1 June 2024,bosbaan,hollandbeker
29,5,474.3,", 09:",1 June 2024,bosbaan,hollandbeker
30,3,496.43,", 09:",1 June 2024,bosbaan,hollandbeker
31,4,424.75,", 09:",1 June 2024,bosbaan,hollandbeker
32,2,433.89,", 09:",1 June 2024,bosbaan,hollandbeker
33,3,446.82,", 09:",1 June 2024,bosbaan,hollandbeker
34,4,437.14,", 09:",1 June 2024,bosbaan,hollandbeker
35,2,438.58,", 09:",1 June 2024,bosbaan,hollandbeker
36,3,438.95,", 09:",1 June 2024,bosbaan,hollandbeker
37,5,466.87,", 09:",1 June 2024,bosbaan,hollandbeker
38,2,446.91,", 10:",1 June 2024,bosbaan,hollandbeker
39,3,457.2,", 10:",1 June 2024,bosbaan,hollandbeker
40,4,460.83,", 10:",1 June 2024,bosbaan,hollandbeker
41,5,443.13,", 10:",1 June 2024,bosbaan,hollandbeker
