,baan,finish,time_of_race,date,venue,event_name
0,6,424.11,08:45,18 mei 2019,wab,westelijke
1,4,426.87,08:45,18 mei 2019,wab,westelijke
2,2,427.45,08:45,18 mei 2019,wab,westelijke
3,7,428.74,08:45,18 mei 2019,wab,westelijke
4,5,428.94,08:45,18 mei 2019,wab,westelijke
5,3,431.86,08:45,18 mei 2019,wab,westelijke
6,3,421.46,08:50,18 mei 2019,wab,westelijke
7,2,424.22,08:50,18 mei 2019,wab,westelijke
8,4,425.35,08:50,18 mei 2019,wab,westelijke
9,7,429.57,08:50,18 mei 2019,wab,westelijke
10,5,430.05,08:50,18 mei 2019,wab,westelijke
11,6,445.13,08:50,18 mei 2019,wab,westelijke
12,1,445.66,08:50,18 mei 2019,wab,westelijke
13,4,420.19,08:55,18 mei 2019,wab,westelijke
14,8,420.65,08:55,18 mei 2019,wab,westelijke
15,5,420.85,08:55,18 mei 2019,wab,westelijke
16,2,420.86,08:55,18 mei 2019,wab,westelijke
17,7,421.36,08:55,18 mei 2019,wab,westelijke
18,3,422.69,08:55,18 mei 2019,wab,westelijke
19,6,424.0,08:55,18 mei 2019,wab,westelijke
20,6,421.34,09:00,18 mei 2019,wab,westelijke
21,5,422.66,09:00,18 mei 2019,wab,westelijke
22,7,423.9,09:00,18 mei 2019,wab,westelijke
23,1,427.78,09:00,18 mei 2019,wab,westelijke
24,2,429.99,09:00,18 mei 2019,wab,westelijke
25,4,433.34,09:00,18 mei 2019,wab,westelijke
26,8,438.8,09:00,18 mei 2019,wab,westelijke
27,3,442.29,09:00,18 mei 2019,wab,westelijke
28,6,418.45,09:05,18 mei 2019,wab,westelijke
29,7,420.55,09:05,18 mei 2019,wab,westelijke
30,5,425.71,09:05,18 mei 2019,wab,westelijke
31,2,430.06,09:05,18 mei 2019,wab,westelijke
32,3,430.29,09:05,18 mei 2019,wab,westelijke
33,4,437.92,09:05,18 mei 2019,wab,westelijke
34,2,416.9,09:10,18 mei 2019,wab,westelijke
35,5,418.36,09:10,18 mei 2019,wab,westelijke
36,3,420.15,09:10,18 mei 2019,wab,westelijke
37,6,420.51,09:10,18 mei 2019,wab,westelijke
38,7,427.01,09:10,18 mei 2019,wab,westelijke
39,4,431.84,09:10,18 mei 2019,wab,westelijke
40,3,425.14,09:15,18 mei 2019,wab,westelijke
41,5,427.07,09:15,18 mei 2019,wab,westelijke
42,4,427.23,09:15,18 mei 2019,wab,westelijke
43,6,429.64,09:15,18 mei 2019,wab,westelijke
44,2,430.38,09:15,18 mei 2019,wab,westelijke
45,7,443.18,09:15,18 mei 2019,wab,westelijke
