,baan,finish,time_of_race,date,venue,event_name
0,5,478.29,09:12,18 juni 2022,wab,westelijke
1,4,482.6,09:12,18 juni 2022,wab,westelijke
2,6,487.51,09:12,18 juni 2022,wab,westelijke
3,3,501.49,09:12,18 juni 2022,wab,westelijke
4,2,509.94,09:12,18 juni 2022,wab,westelijke
5,5,464.88,09:18,18 juni 2022,wab,westelijke
6,2,474.03,09:18,18 juni 2022,wab,westelijke
7,3,477.82,09:18,18 juni 2022,wab,westelijke
8,7,478.71,09:18,18 juni 2022,wab,westelijke
9,4,479.82,09:18,18 juni 2022,wab,westelijke
10,6,510.33,09:18,18 juni 2022,wab,westelijke
11,5,491.4,09:24,18 juni 2022,wab,westelijke
12,4,502.65,09:24,18 juni 2022,wab,westelijke
13,6,515.94,09:24,18 juni 2022,wab,westelijke
14,3,527.96,09:24,18 juni 2022,wab,westelijke
15,3,480.23,09:30,18 juni 2022,wab,westelijke
16,5,489.67,09:30,18 juni 2022,wab,westelijke
17,6,495.67,09:30,18 juni 2022,wab,westelijke
18,2,517.86,09:30,18 juni 2022,wab,westelijke
19,4,551.21,09:30,18 juni 2022,wab,westelijke
20,4,457.54,09:36,18 juni 2022,wab,westelijke
21,3,460.1,09:36,18 juni 2022,wab,westelijke
22,6,466.77,09:36,18 juni 2022,wab,westelijke
23,5,471.93,09:36,18 juni 2022,wab,westelijke
24,7,481.23,09:36,18 juni 2022,wab,westelijke
25,3,449.14,09:42,18 juni 2022,wab,westelijke
26,6,450.45,09:42,18 juni 2022,wab,westelijke
27,5,452.82,09:42,18 juni 2022,wab,westelijke
28,4,454.48,09:42,18 juni 2022,wab,westelijke
29,7,456.14,09:42,18 juni 2022,wab,westelijke
30,4,519.28,09:48,18 juni 2022,wab,westelijke
31,7,519.96,09:48,18 juni 2022,wab,westelijke
32,6,528.64,09:48,18 juni 2022,wab,westelijke
33,3,534.42,09:48,18 juni 2022,wab,westelijke
34,5,549.56,09:48,18 juni 2022,wab,westelijke
35,2,531.99,09:54,18 juni 2022,wab,westelijke
36,4,543.39,09:54,18 juni 2022,wab,westelijke
37,5,553.44,09:54,18 juni 2022,wab,westelijke
38,6,557.49,09:54,18 juni 2022,wab,westelijke
39,3,566.26,09:54,18 juni 2022,wab,westelijke
40,2,395.79,10:00,18 juni 2022,wab,westelijke
41,3,397.73,10:00,18 juni 2022,wab,westelijke
42,7,398.16,10:00,18 juni 2022,wab,westelijke
43,1,398.88,10:00,18 juni 2022,wab,westelijke
44,6,400.71,10:00,18 juni 2022,wab,westelijke
45,5,402.52,10:00,18 juni 2022,wab,westelijke
46,4,404.36,10:00,18 juni 2022,wab,westelijke
47,4,391.73,10:06,18 juni 2022,wab,westelijke
48,5,394.09,10:06,18 juni 2022,wab,westelijke
49,2,395.38,10:06,18 juni 2022,wab,westelijke
50,7,397.85,10:06,18 juni 2022,wab,westelijke
51,3,398.03,10:06,18 juni 2022,wab,westelijke
52,6,399.9,10:06,18 juni 2022,wab,westelijke
53,8,422.25,10:06,18 juni 2022,wab,westelijke
54,4,453.26,10:12,18 juni 2022,wab,westelijke
55,5,468.27,10:12,18 juni 2022,wab,westelijke
56,3,473.27,10:12,18 juni 2022,wab,westelijke
57,7,480.45,10:12,18 juni 2022,wab,westelijke
58,6,491.47,10:12,18 juni 2022,wab,westelijke
59,4,472.39,10:18,18 juni 2022,wab,westelijke
60,6,476.0,10:18,18 juni 2022,wab,westelijke
61,3,478.63,10:18,18 juni 2022,wab,westelijke
62,2,483.74,10:18,18 juni 2022,wab,westelijke
63,5,485.97,10:18,18 juni 2022,wab,westelijke
64,6,435.13,10:24,18 juni 2022,wab,westelijke
65,4,439.12,10:24,18 juni 2022,wab,westelijke
66,3,442.55,10:24,18 juni 2022,wab,westelijke
67,5,442.73,10:24,18 juni 2022,wab,westelijke
68,4,431.2,10:30,18 juni 2022,wab,westelijke
69,3,433.17,10:30,18 juni 2022,wab,westelijke
70,5,435.78,10:30,18 juni 2022,wab,westelijke
71,7,437.56,10:30,18 juni 2022,wab,westelijke
72,6,437.77,10:30,18 juni 2022,wab,westelijke
73,3,476.13,10:36,18 juni 2022,wab,westelijke
74,7,480.67,10:36,18 juni 2022,wab,westelijke
75,4,481.33,10:36,18 juni 2022,wab,westelijke
76,6,492.95,10:36,18 juni 2022,wab,westelijke
77,5,508.44,10:36,18 juni 2022,wab,westelijke
78,7,477.26,10:42,18 juni 2022,wab,westelijke
79,3,477.99,10:42,18 juni 2022,wab,westelijke
80,4,487.33,10:42,18 juni 2022,wab,westelijke
81,5,501.84,10:42,18 juni 2022,wab,westelijke
82,6,511.82,10:42,18 juni 2022,wab,westelijke
83,3,509.96,10:48,18 juni 2022,wab,westelijke
84,2,515.19,10:48,18 juni 2022,wab,westelijke
85,4,524.63,10:48,18 juni 2022,wab,westelijke
86,5,529.78,10:48,18 juni 2022,wab,westelijke
87,6,531.2,10:48,18 juni 2022,wab,westelijke
88,6,523.55,10:54,18 juni 2022,wab,westelijke
89,4,529.59,10:54,18 juni 2022,wab,westelijke
90,7,536.9,10:54,18 juni 2022,wab,westelijke
91,2,544.97,10:54,18 juni 2022,wab,westelijke
92,3,569.22,10:54,18 juni 2022,wab,westelijke
93,5,579.04,10:54,18 juni 2022,wab,westelijke
94,4,519.1,11:00,18 juni 2022,wab,westelijke
95,6,522.88,11:00,18 juni 2022,wab,westelijke
96,3,528.47,11:00,18 juni 2022,wab,westelijke
97,5,534.73,11:00,18 juni 2022,wab,westelijke
98,2,550.23,11:00,18 juni 2022,wab,westelijke
99,2,512.03,11:06,18 juni 2022,wab,westelijke
100,6,530.91,11:06,18 juni 2022,wab,westelijke
101,5,544.66,11:06,18 juni 2022,wab,westelijke
102,3,553.31,11:06,18 juni 2022,wab,westelijke
103,4,598.13,11:06,18 juni 2022,wab,westelijke
104,7,509.13,11:12,18 juni 2022,wab,westelijke
105,6,514.27,11:12,18 juni 2022,wab,westelijke
106,4,516.24,11:12,18 juni 2022,wab,westelijke
107,2,534.56,11:12,18 juni 2022,wab,westelijke
108,3,546.07,11:12,18 juni 2022,wab,westelijke
109,5,555.35,11:12,18 juni 2022,wab,westelijke
110,3,441.23,11:33,18 juni 2022,wab,westelijke
111,5,448.08,11:33,18 juni 2022,wab,westelijke
112,6,450.44,11:33,18 juni 2022,wab,westelijke
113,4,464.79,11:33,18 juni 2022,wab,westelijke
114,5,434.16,11:39,18 juni 2022,wab,westelijke
