,baan,finish,time_of_race,date,venue,event_name
0,7,446.06,09:00,4 mei 2024,wab,raceroei
1,6,451.02,09:00,4 mei 2024,wab,raceroei
2,3,451.09,09:00,4 mei 2024,wab,raceroei
3,4,454.0,09:00,4 mei 2024,wab,raceroei
4,5,456.0,09:00,4 mei 2024,wab,raceroei
5,4,436.04,09:05,4 mei 2024,wab,raceroei
6,3,444.02,09:05,4 mei 2024,wab,raceroei
7,2,444.09,09:05,4 mei 2024,wab,raceroei
8,5,445.02,09:05,4 mei 2024,wab,raceroei
9,7,445.07,09:05,4 mei 2024,wab,raceroei
10,6,474.03,09:05,4 mei 2024,wab,raceroei
11,3,485.0,09:10,4 mei 2024,wab,raceroei
12,6,493.03,09:10,4 mei 2024,wab,raceroei
13,4,503.0,09:10,4 mei 2024,wab,raceroei
14,5,514.04,09:10,4 mei 2024,wab,raceroei
15,2,494.01,09:15,4 mei 2024,wab,raceroei
16,6,498.03,09:15,4 mei 2024,wab,raceroei
17,3,502.07,09:15,4 mei 2024,wab,raceroei
18,4,508.09,09:15,4 mei 2024,wab,raceroei
19,5,529.02,09:15,4 mei 2024,wab,raceroei
20,2,455.08,09:20,4 mei 2024,wab,raceroei
21,4,459.09,09:20,4 mei 2024,wab,raceroei
22,3,473.06,09:20,4 mei 2024,wab,raceroei
23,7,476.02,09:20,4 mei 2024,wab,raceroei
24,5,477.02,09:20,4 mei 2024,wab,raceroei
25,6,480.09,09:20,4 mei 2024,wab,raceroei
26,7,455.07,09:25,4 mei 2024,wab,raceroei
27,2,458.06,09:25,4 mei 2024,wab,raceroei
28,6,459.07,09:25,4 mei 2024,wab,raceroei
29,3,486.06,09:25,4 mei 2024,wab,raceroei
30,4,500.05,09:25,4 mei 2024,wab,raceroei
31,5,451.01,09:30,4 mei 2024,wab,raceroei
32,4,461.04,09:30,4 mei 2024,wab,raceroei
33,6,464.03,09:30,4 mei 2024,wab,raceroei
34,2,472.03,09:30,4 mei 2024,wab,raceroei
35,7,475.02,09:30,4 mei 2024,wab,raceroei
36,3,486.01,09:30,4 mei 2024,wab,raceroei
37,6,507.02,09:35,4 mei 2024,wab,raceroei
38,4,511.07,09:35,4 mei 2024,wab,raceroei
39,3,523.08,09:35,4 mei 2024,wab,raceroei
40,2,542.05,09:35,4 mei 2024,wab,raceroei
41,5,564.06,09:35,4 mei 2024,wab,raceroei
42,5,503.02,09:40,4 mei 2024,wab,raceroei
43,3,513.02,09:40,4 mei 2024,wab,raceroei
44,4,518.0,09:40,4 mei 2024,wab,raceroei
45,6,525.08,09:40,4 mei 2024,wab,raceroei
46,7,536.03,09:40,4 mei 2024,wab,raceroei
47,3,451.08,09:45,4 mei 2024,wab,raceroei
48,2,457.07,09:45,4 mei 2024,wab,raceroei
49,4,474.04,09:45,4 mei 2024,wab,raceroei
50,6,474.09,09:45,4 mei 2024,wab,raceroei
51,5,475.08,09:45,4 mei 2024,wab,raceroei
52,6,458.06,09:50,4 mei 2024,wab,raceroei
53,7,461.0,09:50,4 mei 2024,wab,raceroei
54,2,462.07,09:50,4 mei 2024,wab,raceroei
55,4,485.0,09:50,4 mei 2024,wab,raceroei
56,5,485.02,09:50,4 mei 2024,wab,raceroei
57,3,495.09,09:50,4 mei 2024,wab,raceroei
58,3,424.09,09:55,4 mei 2024,wab,raceroei
59,2,426.06,09:55,4 mei 2024,wab,raceroei
60,5,427.04,09:55,4 mei 2024,wab,raceroei
61,6,427.08,09:55,4 mei 2024,wab,raceroei
62,7,435.05,09:55,4 mei 2024,wab,raceroei
63,4,449.07,09:55,4 mei 2024,wab,raceroei
64,2,425.01,10:00,4 mei 2024,wab,raceroei
65,3,428.0,10:00,4 mei 2024,wab,raceroei
66,5,430.01,10:00,4 mei 2024,wab,raceroei
67,7,435.05,10:00,4 mei 2024,wab,raceroei
68,6,438.08,10:00,4 mei 2024,wab,raceroei
69,4,447.01,10:00,4 mei 2024,wab,raceroei
70,1,454.03,10:00,4 mei 2024,wab,raceroei
71,5,377.05,10:05,4 mei 2024,wab,raceroei
72,7,382.04,10:05,4 mei 2024,wab,raceroei
73,3,391.05,10:05,4 mei 2024,wab,raceroei
74,4,395.06,10:05,4 mei 2024,wab,raceroei
75,6,405.07,10:05,4 mei 2024,wab,raceroei
76,6,388.06,10:10,4 mei 2024,wab,raceroei
77,2,389.06,10:10,4 mei 2024,wab,raceroei
78,5,402.09,10:10,4 mei 2024,wab,raceroei
79,4,403.07,10:10,4 mei 2024,wab,raceroei
80,3,409.06,10:10,4 mei 2024,wab,raceroei
81,6,378.08,10:15,4 mei 2024,wab,raceroei
82,5,381.08,10:15,4 mei 2024,wab,raceroei
83,3,388.08,10:15,4 mei 2024,wab,raceroei
84,4,390.09,10:15,4 mei 2024,wab,raceroei
85,7,415.0,10:15,4 mei 2024,wab,raceroei
86,6,384.08,10:20,4 mei 2024,wab,raceroei
87,4,392.04,10:20,4 mei 2024,wab,raceroei
88,2,394.02,10:20,4 mei 2024,wab,raceroei
89,3,404.09,10:20,4 mei 2024,wab,raceroei
90,7,407.08,10:20,4 mei 2024,wab,raceroei
91,5,412.05,10:20,4 mei 2024,wab,raceroei
92,3,430.07,10:25,4 mei 2024,wab,raceroei
93,5,434.07,10:25,4 mei 2024,wab,raceroei
94,6,440.03,10:25,4 mei 2024,wab,raceroei
95,2,447.06,10:25,4 mei 2024,wab,raceroei
96,4,462.03,10:25,4 mei 2024,wab,raceroei
97,5,431.05,10:30,4 mei 2024,wab,raceroei
98,6,432.08,10:30,4 mei 2024,wab,raceroei
99,7,433.09,10:30,4 mei 2024,wab,raceroei
100,3,438.0,10:30,4 mei 2024,wab,raceroei
101,4,461.0,10:30,4 mei 2024,wab,raceroei
102,2,428.09,10:35,4 mei 2024,wab,raceroei
103,3,433.0,10:35,4 mei 2024,wab,raceroei
104,6,434.07,10:35,4 mei 2024,wab,raceroei
105,5,435.03,10:35,4 mei 2024,wab,raceroei
106,4,454.08,10:35,4 mei 2024,wab,raceroei
107,3,426.06,10:40,4 mei 2024,wab,raceroei
108,5,429.08,10:40,4 mei 2024,wab,raceroei
109,6,441.04,10:40,4 mei 2024,wab,raceroei
110,7,448.0,10:40,4 mei 2024,wab,raceroei
111,4,456.01,10:40,4 mei 2024,wab,raceroei
112,7,457.09,10:45,4 mei 2024,wab,raceroei
113,4,461.01,10:45,4 mei 2024,wab,raceroei
114,3,466.0,10:45,4 mei 2024,wab,raceroei
115,2,469.09,10:45,4 mei 2024,wab,raceroei
116,5,475.03,10:45,4 mei 2024,wab,raceroei
117,6,479.04,10:45,4 mei 2024,wab,raceroei
118,5,460.01,10:50,4 mei 2024,wab,raceroei
119,6,462.04,10:50,4 mei 2024,wab,raceroei
120,4,464.0,10:50,4 mei 2024,wab,raceroei
121,7,473.06,10:50,4 mei 2024,wab,raceroei
122,3,484.01,10:50,4 mei 2024,wab,raceroei
123,2,496.02,10:50,4 mei 2024,wab,raceroei
124,8,460.07,10:55,4 mei 2024,wab,raceroei
125,7,465.04,10:55,4 mei 2024,wab,raceroei
126,6,469.08,10:55,4 mei 2024,wab,raceroei
127,4,474.02,10:55,4 mei 2024,wab,raceroei
128,5,479.06,10:55,4 mei 2024,wab,raceroei
129,2,482.03,10:55,4 mei 2024,wab,raceroei
130,3,489.07,10:55,4 mei 2024,wab,raceroei
131,7,416.07,11:15,4 mei 2024,wab,raceroei
132,6,421.04,11:15,4 mei 2024,wab,raceroei
133,3,428.02,11:15,4 mei 2024,wab,raceroei
134,5,430.08,11:15,4 mei 2024,wab,raceroei
135,1,441.07,11:15,4 mei 2024,wab,raceroei
136,2,442.06,11:15,4 mei 2024,wab,raceroei
137,4,453.06,11:15,4 mei 2024,wab,raceroei
138,4,396.05,11:20,4 mei 2024,wab,raceroei
139,5,396.09,11:20,4 mei 2024,wab,raceroei
140,6,400.02,11:20,4 mei 2024,wab,raceroei
141,2,401.01,11:20,4 mei 2024,wab,raceroei
142,7,414.05,11:20,4 mei 2024,wab,raceroei
143,1,415.06,11:20,4 mei 2024,wab,raceroei
144,8,425.03,11:20,4 mei 2024,wab,raceroei
145,3,426.06,11:20,4 mei 2024,wab,raceroei
146,7,452.01,11:25,4 mei 2024,wab,raceroei
147,3,453.02,11:25,4 mei 2024,wab,raceroei
148,4,456.03,11:25,4 mei 2024,wab,raceroei
149,5,457.09,11:25,4 mei 2024,wab,raceroei
150,2,466.01,11:25,4 mei 2024,wab,raceroei
151,6,470.07,11:25,4 mei 2024,wab,raceroei
152,7,459.05,11:30,4 mei 2024,wab,raceroei
153,5,467.01,11:30,4 mei 2024,wab,raceroei
154,2,471.03,11:30,4 mei 2024,wab,raceroei
155,4,472.04,11:30,4 mei 2024,wab,raceroei
156,6,472.07,11:30,4 mei 2024,wab,raceroei
157,1,476.06,11:30,4 mei 2024,wab,raceroei
158,3,477.09,11:30,4 mei 2024,wab,raceroei
159,6,460.05,11:35,4 mei 2024,wab,raceroei
160,2,468.02,11:35,4 mei 2024,wab,raceroei
161,3,472.06,11:35,4 mei 2024,wab,raceroei
162,4,474.05,11:35,4 mei 2024,wab,raceroei
163,5,475.06,11:35,4 mei 2024,wab,raceroei
164,3,462.01,11:40,4 mei 2024,wab,raceroei
165,4,467.04,11:40,4 mei 2024,wab,raceroei
166,5,467.07,11:40,4 mei 2024,wab,raceroei
167,7,469.04,11:40,4 mei 2024,wab,raceroei
168,6,474.06,11:40,4 mei 2024,wab,raceroei
169,6,389.03,11:45,4 mei 2024,wab,raceroei
170,3,392.04,11:45,4 mei 2024,wab,raceroei
171,4,400.07,11:45,4 mei 2024,wab,raceroei
172,5,410.01,11:45,4 mei 2024,wab,raceroei
173,7,393.01,11:50,4 mei 2024,wab,raceroei
174,3,398.04,11:50,4 mei 2024,wab,raceroei
175,5,400.05,11:50,4 mei 2024,wab,raceroei
176,6,404.08,11:50,4 mei 2024,wab,raceroei
177,4,417.01,11:50,4 mei 2024,wab,raceroei
178,4,388.03,11:55,4 mei 2024,wab,raceroei
179,7,389.04,11:55,4 mei 2024,wab,raceroei
180,3,392.03,11:55,4 mei 2024,wab,raceroei
181,6,405.07,11:55,4 mei 2024,wab,raceroei
182,5,413.08,11:55,4 mei 2024,wab,raceroei
183,7,418.07,12:00,4 mei 2024,wab,raceroei
184,2,424.0,12:00,4 mei 2024,wab,raceroei
185,3,424.08,12:00,4 mei 2024,wab,raceroei
186,4,438.07,12:00,4 mei 2024,wab,raceroei
187,6,443.0,12:00,4 mei 2024,wab,raceroei
188,5,463.0,12:00,4 mei 2024,wab,raceroei
189,2,423.05,12:05,4 mei 2024,wab,raceroei
190,7,423.08,12:05,4 mei 2024,wab,raceroei
191,4,433.01,12:05,4 mei 2024,wab,raceroei
192,3,434.09,12:05,4 mei 2024,wab,raceroei
193,5,439.03,12:05,4 mei 2024,wab,raceroei
194,6,450.07,12:05,4 mei 2024,wab,raceroei
195,7,378.01,12:10,4 mei 2024,wab,raceroei
196,5,378.08,12:10,4 mei 2024,wab,raceroei
197,6,381.01,12:10,4 mei 2024,wab,raceroei
198,4,385.02,12:10,4 mei 2024,wab,raceroei
199,3,385.09,12:10,4 mei 2024,wab,raceroei
200,2,387.05,12:10,4 mei 2024,wab,raceroei
201,7,378.01,12:15,4 mei 2024,wab,raceroei
202,6,380.05,12:15,4 mei 2024,wab,raceroei
203,8,380.08,12:15,4 mei 2024,wab,raceroei
204,5,382.04,12:15,4 mei 2024,wab,raceroei
205,4,384.08,12:15,4 mei 2024,wab,raceroei
206,3,387.0,12:15,4 mei 2024,wab,raceroei
207,2,388.08,12:15,4 mei 2024,wab,raceroei
208,6,368.01,12:20,4 mei 2024,wab,raceroei
209,4,372.03,12:20,4 mei 2024,wab,raceroei
210,1,373.01,12:20,4 mei 2024,wab,raceroei
211,2,375.05,12:20,4 mei 2024,wab,raceroei
212,5,375.08,12:20,4 mei 2024,wab,raceroei
213,3,388.03,12:20,4 mei 2024,wab,raceroei
214,7,393.01,12:20,4 mei 2024,wab,raceroei
215,3,367.07,12:25,4 mei 2024,wab,raceroei
216,4,368.01,12:25,4 mei 2024,wab,raceroei
217,8,370.0,12:25,4 mei 2024,wab,raceroei
218,6,370.08,12:25,4 mei 2024,wab,raceroei
219,7,374.01,12:25,4 mei 2024,wab,raceroei
220,2,374.04,12:25,4 mei 2024,wab,raceroei
221,5,381.01,12:25,4 mei 2024,wab,raceroei
222,5,,12:30,4 mei 2024,wab,raceroei
