,baan,finish,time_of_race,date,venue,event_name
0,3,429.19,09:00,30 april 2022,wab,raceroei
1,8,436.17,09:00,30 april 2022,wab,raceroei
2,2,436.47,09:00,30 april 2022,wab,raceroei
3,7,439.35,09:00,30 april 2022,wab,raceroei
4,6,442.51,09:00,30 april 2022,wab,raceroei
5,5,445.2,09:00,30 april 2022,wab,raceroei
6,4,466.72,09:00,30 april 2022,wab,raceroei
7,3,421.81,09:06,30 april 2022,wab,raceroei
8,5,422.13,09:06,30 april 2022,wab,raceroei
9,8,424.82,09:06,30 april 2022,wab,raceroei
10,7,440.74,09:06,30 april 2022,wab,raceroei
11,4,446.14,09:06,30 april 2022,wab,raceroei
12,2,452.62,09:06,30 april 2022,wab,raceroei
13,6,456.83,09:06,30 april 2022,wab,raceroei
14,7,456.18,09:12,30 april 2022,wab,raceroei
15,4,460.62,09:12,30 april 2022,wab,raceroei
16,3,467.01,09:12,30 april 2022,wab,raceroei
17,6,478.67,09:12,30 april 2022,wab,raceroei
18,5,481.86,09:12,30 april 2022,wab,raceroei
19,6,453.86,09:18,30 april 2022,wab,raceroei
20,5,457.58,09:18,30 april 2022,wab,raceroei
21,4,462.48,09:18,30 april 2022,wab,raceroei
22,3,464.23,09:18,30 april 2022,wab,raceroei
23,7,518.15,09:18,30 april 2022,wab,raceroei
24,7,426.8,09:24,30 april 2022,wab,raceroei
25,3,431.7,09:24,30 april 2022,wab,raceroei
26,4,432.09,09:24,30 april 2022,wab,raceroei
27,6,432.48,09:24,30 april 2022,wab,raceroei
28,5,446.98,09:24,30 april 2022,wab,raceroei
29,2,463.18,09:24,30 april 2022,wab,raceroei
30,2,422.2,09:30,30 april 2022,wab,raceroei
31,5,425.57,09:30,30 april 2022,wab,raceroei
32,3,428.36,09:30,30 april 2022,wab,raceroei
33,7,436.3,09:30,30 april 2022,wab,raceroei
34,4,437.91,09:30,30 april 2022,wab,raceroei
35,6,449.74,09:30,30 april 2022,wab,raceroei
36,4,474.69,09:36,30 april 2022,wab,raceroei
37,6,475.7,09:36,30 april 2022,wab,raceroei
38,7,478.93,09:36,30 april 2022,wab,raceroei
39,3,480.12,09:36,30 april 2022,wab,raceroei
40,5,498.82,09:36,30 april 2022,wab,raceroei
41,6,483.66,09:42,30 april 2022,wab,raceroei
42,2,485.31,09:42,30 april 2022,wab,raceroei
43,5,486.75,09:42,30 april 2022,wab,raceroei
44,3,501.55,09:42,30 april 2022,wab,raceroei
45,7,502.15,09:42,30 april 2022,wab,raceroei
46,4,508.13,09:42,30 april 2022,wab,raceroei
47,5,471.53,09:48,30 april 2022,wab,raceroei
48,6,476.31,09:48,30 april 2022,wab,raceroei
