,baan,finish,time_of_race,date,venue,event_name
0,4,461.38,09:00,18 mei 2024,wab,westelijke
1,3,462.03,09:00,18 mei 2024,wab,westelijke
2,6,462.5,09:00,18 mei 2024,wab,westelijke
3,5,493.44,09:00,18 mei 2024,wab,westelijke
4,2,515.75,09:00,18 mei 2024,wab,westelijke
5,7,460.99,09:05,18 mei 2024,wab,westelijke
6,3,473.2,09:05,18 mei 2024,wab,westelijke
7,6,483.25,09:05,18 mei 2024,wab,westelijke
8,5,497.22,09:05,18 mei 2024,wab,westelijke
9,4,506.12,09:05,18 mei 2024,wab,westelijke
10,6,464.56,09:10,18 mei 2024,wab,westelijke
11,2,479.22,09:10,18 mei 2024,wab,westelijke
12,3,492.88,09:10,18 mei 2024,wab,westelijke
13,5,498.95,09:10,18 mei 2024,wab,westelijke
14,4,513.59,09:10,18 mei 2024,wab,westelijke
15,7,471.09,09:15,18 mei 2024,wab,westelijke
16,3,474.11,09:15,18 mei 2024,wab,westelijke
17,4,474.35,09:15,18 mei 2024,wab,westelijke
18,5,475.61,09:15,18 mei 2024,wab,westelijke
19,6,510.64,09:15,18 mei 2024,wab,westelijke
20,6,454.9,09:20,18 mei 2024,wab,westelijke
21,2,458.43,09:20,18 mei 2024,wab,westelijke
22,5,473.55,09:20,18 mei 2024,wab,westelijke
23,4,481.25,09:20,18 mei 2024,wab,westelijke
24,3,492.33,09:20,18 mei 2024,wab,westelijke
25,7,494.79,09:20,18 mei 2024,wab,westelijke
26,6,467.19,09:25,18 mei 2024,wab,westelijke
27,4,474.2,09:25,18 mei 2024,wab,westelijke
28,2,479.8,09:25,18 mei 2024,wab,westelijke
29,3,483.62,09:25,18 mei 2024,wab,westelijke
30,5,487.75,09:25,18 mei 2024,wab,westelijke
31,7,494.69,09:25,18 mei 2024,wab,westelijke
32,6,473.98,09:30,18 mei 2024,wab,westelijke
33,3,476.26,09:30,18 mei 2024,wab,westelijke
34,4,481.51,09:30,18 mei 2024,wab,westelijke
35,7,493.33,09:30,18 mei 2024,wab,westelijke
36,2,504.07,09:30,18 mei 2024,wab,westelijke
37,5,,09:30,18 mei 2024,wab,westelijke
38,6,456.62,09:35,18 mei 2024,wab,westelijke
39,7,461.26,09:35,18 mei 2024,wab,westelijke
40,3,475.79,09:35,18 mei 2024,wab,westelijke
41,2,490.1,09:35,18 mei 2024,wab,westelijke
42,4,498.28,09:35,18 mei 2024,wab,westelijke
43,5,499.17,09:35,18 mei 2024,wab,westelijke
44,4,423.62,09:40,18 mei 2024,wab,westelijke
45,6,424.07,09:40,18 mei 2024,wab,westelijke
46,5,426.21,09:40,18 mei 2024,wab,westelijke
47,2,429.64,09:40,18 mei 2024,wab,westelijke
48,3,436.49,09:40,18 mei 2024,wab,westelijke
49,6,420.72,09:45,18 mei 2024,wab,westelijke
50,3,428.37,09:45,18 mei 2024,wab,westelijke
51,5,428.96,09:45,18 mei 2024,wab,westelijke
52,2,435.47,09:45,18 mei 2024,wab,westelijke
53,4,440.2,09:45,18 mei 2024,wab,westelijke
54,7,444.38,09:45,18 mei 2024,wab,westelijke
55,7,410.31,09:50,18 mei 2024,wab,westelijke
56,2,413.62,09:50,18 mei 2024,wab,westelijke
57,3,419.06,09:50,18 mei 2024,wab,westelijke
58,6,435.51,09:50,18 mei 2024,wab,westelijke
59,5,449.9,09:50,18 mei 2024,wab,westelijke
60,4,457.64,09:50,18 mei 2024,wab,westelijke
61,5,401.6,09:55,18 mei 2024,wab,westelijke
62,6,410.34,09:55,18 mei 2024,wab,westelijke
63,3,434.19,09:55,18 mei 2024,wab,westelijke
64,4,443.31,09:55,18 mei 2024,wab,westelijke
65,7,459.42,09:55,18 mei 2024,wab,westelijke
66,2,467.11,09:55,18 mei 2024,wab,westelijke
67,5,411.8,10:00,18 mei 2024,wab,westelijke
68,3,415.95,10:00,18 mei 2024,wab,westelijke
69,2,417.25,10:00,18 mei 2024,wab,westelijke
