,baan,finish,time_of_race,date,venue,event_name
0,1,393.66,", 09:",26 June 2021,bosbaan,hollandbeker
1,4,395.79,", 09:",26 June 2021,bosbaan,hollandbeker
2,2,397.85,", 09:",26 June 2021,bosbaan,hollandbeker
3,5,411.06,", 09:",26 June 2021,bosbaan,hollandbeker
4,3,433.77,", 09:",26 June 2021,bosbaan,hollandbeker
5,4,381.92,", 09:",26 June 2021,bosbaan,hollandbeker
6,5,384.59,", 09:",26 June 2021,bosbaan,hollandbeker
7,2,392.17,", 09:",26 June 2021,bosbaan,hollandbeker
8,1,393.66,", 09:",26 June 2021,bosbaan,hollandbeker
9,3,398.78,", 09:",26 June 2021,bosbaan,hollandbeker
10,3,382.69,", 09:",26 June 2021,bosbaan,hollandbeker
11,1,385.68,", 09:",26 June 2021,bosbaan,hollandbeker
12,5,386.41,", 09:",26 June 2021,bosbaan,hollandbeker
13,4,390.74,", 09:",26 June 2021,bosbaan,hollandbeker
14,6,392.81,", 09:",26 June 2021,bosbaan,hollandbeker
15,2,393.05,", 09:",26 June 2021,bosbaan,hollandbeker
16,2,421.53,", 09:",26 June 2021,bosbaan,hollandbeker
17,4,423.29,", 09:",26 June 2021,bosbaan,hollandbeker
18,1,423.54,", 09:",26 June 2021,bosbaan,hollandbeker
19,3,458.18,", 09:",26 June 2021,bosbaan,hollandbeker
20,2,441.41,", 09:",26 June 2021,bosbaan,hollandbeker
21,1,454.06,", 09:",26 June 2021,bosbaan,hollandbeker
22,3,457.94,", 09:",26 June 2021,bosbaan,hollandbeker
23,4,462.19,", 09:",26 June 2021,bosbaan,hollandbeker
24,3,437.18,", 09:",26 June 2021,bosbaan,hollandbeker
25,1,440.04,", 09:",26 June 2021,bosbaan,hollandbeker
26,2,442.67,", 09:",26 June 2021,bosbaan,hollandbeker
27,4,445.72,", 09:",26 June 2021,bosbaan,hollandbeker
28,5,448.33,", 09:",26 June 2021,bosbaan,hollandbeker
29,6,460.19,", 09:",26 June 2021,bosbaan,hollandbeker
30,4,461.62,", 09:",26 June 2021,bosbaan,hollandbeker
31,3,462.46,", 09:",26 June 2021,bosbaan,hollandbeker
32,1,465.32,", 09:",26 June 2021,bosbaan,hollandbeker
33,2,466.85,", 09:",26 June 2021,bosbaan,hollandbeker
34,5,484.16,", 09:",26 June 2021,bosbaan,hollandbeker
35,3,447.34,", 09:",26 June 2021,bosbaan,hollandbeker
36,5,457.51,", 09:",26 June 2021,bosbaan,hollandbeker
37,6,458.29,", 09:",26 June 2021,bosbaan,hollandbeker
38,2,465.86,", 09:",26 June 2021,bosbaan,hollandbeker
39,1,468.82,", 09:",26 June 2021,bosbaan,hollandbeker
40,4,489.08,", 09:",26 June 2021,bosbaan,hollandbeker
41,4,450.59,", 09:",26 June 2021,bosbaan,hollandbeker
42,1,459.98,", 09:",26 June 2021,bosbaan,hollandbeker
43,2,469.05,", 09:",26 June 2021,bosbaan,hollandbeker
44,3,472.83,", 09:",26 June 2021,bosbaan,hollandbeker
45,5,477.33,", 09:",26 June 2021,bosbaan,hollandbeker
46,6,482.22,", 09:",26 June 2021,bosbaan,hollandbeker
47,1,469.59,", 09:",26 June 2021,bosbaan,hollandbeker
48,5,472.4,", 09:",26 June 2021,bosbaan,hollandbeker
49,2,479.83,", 09:",26 June 2021,bosbaan,hollandbeker
50,4,485.38,", 09:",26 June 2021,bosbaan,hollandbeker
51,3,487.84,", 09:",26 June 2021,bosbaan,hollandbeker
52,4,460.98,", 10:",26 June 2021,bosbaan,hollandbeker
53,1,462.92,", 10:",26 June 2021,bosbaan,hollandbeker
54,5,466.36,", 10:",26 June 2021,bosbaan,hollandbeker
55,3,471.51,", 10:",26 June 2021,bosbaan,hollandbeker
56,2,493.01,", 10:",26 June 2021,bosbaan,hollandbeker
57,6,,", 10:",26 June 2021,bosbaan,hollandbeker
58,4,358.92,", 10:",26 June 2021,bosbaan,hollandbeker
59,2,364.29,", 10:",26 June 2021,bosbaan,hollandbeker
60,1,365.85,", 10:",26 June 2021,bosbaan,hollandbeker
61,5,373.11,", 10:",26 June 2021,bosbaan,hollandbeker
62,3,383.94,", 10:",26 June 2021,bosbaan,hollandbeker
63,5,351.08,", 10:",26 June 2021,bosbaan,hollandbeker
64,3,367.53,", 10:",26 June 2021,bosbaan,hollandbeker
65,2,368.11,", 10:",26 June 2021,bosbaan,hollandbeker
66,4,377.76,", 10:",26 June 2021,bosbaan,hollandbeker
67,1,389.3,", 10:",26 June 2021,bosbaan,hollandbeker
68,2,420.89,", 10:",26 June 2021,bosbaan,hollandbeker
69,1,423.15,", 10:",26 June 2021,bosbaan,hollandbeker
70,4,426.01,", 10:",26 June 2021,bosbaan,hollandbeker
71,3,448.37,", 10:",26 June 2021,bosbaan,hollandbeker
72,1,420.93,", 10:",26 June 2021,bosbaan,hollandbeker
73,3,426.99,", 10:",26 June 2021,bosbaan,hollandbeker
74,2,439.86,", 10:",26 June 2021,bosbaan,hollandbeker
75,6,454.65,", 12:",26 June 2021,bosbaan,hollandbeker
76,2,461.86,", 12:",26 June 2021,bosbaan,hollandbeker
77,4,480.91,", 12:",26 June 2021,bosbaan,hollandbeker
78,1,487.82,", 12:",26 June 2021,bosbaan,hollandbeker
79,3,498.45,", 12:",26 June 2021,bosbaan,hollandbeker
80,5,506.97,", 12:",26 June 2021,bosbaan,hollandbeker
81,3,456.0,", 12:",26 June 2021,bosbaan,hollandbeker
82,5,456.55,", 12:",26 June 2021,bosbaan,hollandbeker
83,2,490.53,", 12:",26 June 2021,bosbaan,hollandbeker
84,4,502.22,", 12:",26 June 2021,bosbaan,hollandbeker
85,1,510.36,", 12:",26 June 2021,bosbaan,hollandbeker
86,3,467.51,", 12:",26 June 2021,bosbaan,hollandbeker
87,5,476.27,", 12:",26 June 2021,bosbaan,hollandbeker
88,2,486.61,", 12:",26 June 2021,bosbaan,hollandbeker
89,4,487.02,", 12:",26 June 2021,bosbaan,hollandbeker
90,1,529.12,", 12:",26 June 2021,bosbaan,hollandbeker
91,5,487.39,", 12:",26 June 2021,bosbaan,hollandbeker
92,2,496.66,", 12:",26 June 2021,bosbaan,hollandbeker
93,1,499.22,", 12:",26 June 2021,bosbaan,hollandbeker
94,3,527.41,", 12:",26 June 2021,bosbaan,hollandbeker
95,4,536.74,", 12:",26 June 2021,bosbaan,hollandbeker
96,1,486.38,", 12:",26 June 2021,bosbaan,hollandbeker
97,4,493.44,", 12:",26 June 2021,bosbaan,hollandbeker
98,2,502.39,", 12:",26 June 2021,bosbaan,hollandbeker
99,5,509.21,", 12:",26 June 2021,bosbaan,hollandbeker
100,3,516.0,", 12:",26 June 2021,bosbaan,hollandbeker
101,5,484.47,", 12:",26 June 2021,bosbaan,hollandbeker
102,1,484.8,", 12:",26 June 2021,bosbaan,hollandbeker
103,4,489.76,", 12:",26 June 2021,bosbaan,hollandbeker
104,2,504.95,", 12:",26 June 2021,bosbaan,hollandbeker
